3室2厅,137,波波城,高新区-港隆时代广场-曙光北路79号,330,23948
3室2厅,121,江南一品,高新区-一品广场-杨木碶路,385,31818
3室2厅,119,波波城,高新区-港隆时代广场-曙光北路79号,270,22689
4室2厅,125,陆嘉家园,高新区-港隆时代广场-曙光北路2055号,220,17600
2室1厅,70,东和雅苑,高新区-一品广场-扬帆路2199,130,18466
2室1厅,82,东和雅苑,高新区-一品广场-扬帆路2199,145,17683
2室1厅,92,东和雅苑,高新区-一品广场-扬帆路2199,157,16991
3室2厅,139,波波城,高新区-港隆时代广场-曙光北路79号,317,22789
1室1厅,32,和美城,高新区-一品广场-杨木碶路666号,38,11875
2室1厅,68,和泰雅苑,高新区-港隆时代广场-曙光北路1888弄,160,23529
3室2厅,142,雅戈尔东海府,高新区-一品广场-江南路,340,23860
2室2厅,100,涨浦景苑,高新区-一品广场-清水桥路,222,22200
2室1厅,41,翡翠湾,高新区-一品广场-杨帆路1号,70,17073
2室2厅,45,和美城,高新区-一品广场-杨木碶路666号,62,13778
3室2厅,135,皇冠花园二期,高新区-一品广场-创苑路468号,330,24340
2室1厅,70,银珠明园南区,高新区-港隆时代广场-达升路306号,155,22143
2室1厅,45,和美城,高新区-一品广场-杨木碶路666号,63,14000
2室1厅,68,金沙码头奥莱公园,"高新区-一品广场-江南路,近梅墟路",86,12647
3室2厅,114,皇冠花园二期,高新区-一品广场-创苑路468号,280,24559
2室2厅,142,银珠明园北区,高新区-港隆时代广场-明珠路318号,298,20927
3室2厅,111,华城花园,高新区-一品广场-清水桥路595号,340,30411
5室2厅,236,东郡名苑,高新区-港隆时代广场-江南路518号,600,25381
1室1厅,38,江南一品,高新区-一品广场-杨木碶路,100,26316
2室1厅,41,翡翠湾,高新区-一品广场-杨帆路1号,68,16585
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
6室3厅,411,江南一品,高新区-一品广场-杨木碶路,940,22871
4室2厅,139,万科东晟府,高新区-软件研发园-院士路,482,34676
2室2厅,88,银珠明园南区,高新区-港隆时代广场-达升路306号,190,21591
2室2厅,37,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",65,17568
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26398
3室2厅,98,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",120,12195
3室1厅,101,东和雅苑,高新区-一品广场-扬帆路2199,190,18812
2室1厅,89,皇冠花园二期,高新区-一品广场-创苑路468号,260,29213
3室2厅,112,九五花园,高新区-一品广场-杨木碶路,295,26339
2室1厅,55,名悦公馆,高新区-一品广场-清水桥路599号,63,11455
4室2厅,142,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",201,14155
2室2厅,46,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",90,19565
4室2厅,136,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",245,17917
2室1厅,56,名悦公馆,高新区-一品广场-清水桥路599号,65,11607
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26398
3室2厅,111,九五花园,高新区-一品广场-杨木碶路,298,26847
2室2厅,46,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",89,19348
4室2厅,126,宁兴御府,高新区-港隆时代广场-清水桥路393号,440,34921
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",240,19512
2室2厅,45,和美城,高新区-一品广场-杨木碶路666号,62,13778
4室2厅,126,万科东晟府,高新区-软件研发园-院士路,400,31746
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,249,21654
2室1厅,70,东和雅苑,高新区-一品广场-扬帆路2199,126,18000
3室2厅,104,齐和家园,高新区-智慧园-玉兰路61号,215,20673
2室1厅,67,涨浦景苑,高新区-一品广场-清水桥路,157,23433
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,255,22368
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",240,19512
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26304
2室2厅,79,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",168,21108
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,252,22105
3室2厅,90,奥丽赛凤凰水岸,高新区-智慧园-丹桂路249号,260,28698
2室2厅,87,银珠明园南区,高新区-港隆时代广场-达升路306号,205,23490
2室1厅,69,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",160,23188
4室2厅,139,万科东晟府,高新区-软件研发园-院士路,482,34676
3室2厅,137,波波城,高新区-港隆时代广场-曙光北路79号,330,23948
3室2厅,121,江南一品,高新区-一品广场-杨木碶路,385,31818
3室2厅,119,波波城,高新区-港隆时代广场-曙光北路79号,270,22689
4室2厅,125,陆嘉家园,高新区-港隆时代广场-曙光北路2055号,220,17600
2室1厅,70,东和雅苑,高新区-一品广场-扬帆路2199,130,18466
2室1厅,82,东和雅苑,高新区-一品广场-扬帆路2199,145,17683
2室1厅,92,东和雅苑,高新区-一品广场-扬帆路2199,157,16991
3室2厅,139,波波城,高新区-港隆时代广场-曙光北路79号,317,22789
1室1厅,32,和美城,高新区-一品广场-杨木碶路666号,38,11875
2室1厅,68,和泰雅苑,高新区-港隆时代广场-曙光北路1888弄,160,23529
3室2厅,142,雅戈尔东海府,高新区-一品广场-江南路,340,23860
2室2厅,100,涨浦景苑,高新区-一品广场-清水桥路,222,22200
2室1厅,41,翡翠湾,高新区-一品广场-杨帆路1号,70,17073
2室2厅,45,和美城,高新区-一品广场-杨木碶路666号,62,13778
3室2厅,135,皇冠花园二期,高新区-一品广场-创苑路468号,330,24340
2室1厅,70,银珠明园南区,高新区-港隆时代广场-达升路306号,155,22143
2室1厅,45,和美城,高新区-一品广场-杨木碶路666号,63,14000
2室1厅,68,金沙码头奥莱公园,"高新区-一品广场-江南路,近梅墟路",86,12647
3室2厅,114,皇冠花园二期,高新区-一品广场-创苑路468号,280,24559
2室2厅,142,银珠明园北区,高新区-港隆时代广场-明珠路318号,298,20927
3室2厅,111,华城花园,高新区-一品广场-清水桥路595号,340,30411
5室2厅,236,东郡名苑,高新区-港隆时代广场-江南路518号,600,25381
1室1厅,38,江南一品,高新区-一品广场-杨木碶路,100,26316
2室1厅,41,翡翠湾,高新区-一品广场-杨帆路1号,68,16585
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26398
6室3厅,411,江南一品,高新区-一品广场-杨木碶路,940,22871
2室2厅,88,银珠明园南区,高新区-港隆时代广场-达升路306号,190,21591
2室2厅,37,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",65,17568
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
4室2厅,139,万科东晟府,高新区-软件研发园-院士路,482,34676
3室2厅,152,波波城,高新区-港隆时代广场-曙光北路79号,330,21627
3室2厅,94,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",126,13301
3室2厅,98,和美城,高新区-一品广场-杨木碶路666号,132,13415
3室2厅,152,波波城,高新区-港隆时代广场-曙光北路79号,330,21627
3室2厅,94,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",126,13301
3室2厅,98,和美城,高新区-一品广场-杨木碶路666号,132,13415
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",240,19512
2室2厅,45,和美城,高新区-一品广场-杨木碶路666号,62,13778
4室2厅,126,万科东晟府,高新区-软件研发园-院士路,400,31746
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,249,21654
2室1厅,70,东和雅苑,高新区-一品广场-扬帆路2199,126,18000
3室2厅,104,齐和家园,高新区-智慧园-玉兰路61号,215,20673
2室1厅,67,涨浦景苑,高新区-一品广场-清水桥路,157,23433
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,255,22368
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",240,19512
2室2厅,79,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",168,21108
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,252,22105
4室2厅,139,万科东晟府,高新区-软件研发园-院士路,482,34676
3室2厅,90,奥丽赛凤凰水岸,高新区-智慧园-丹桂路249号,260,28698
2室2厅,87,银珠明园南区,高新区-港隆时代广场-达升路306号,205,23490
2室1厅,69,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",160,23188
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26304
4室2厅,340,江南一品,高新区-一品广场-杨木碶路,1050,30882
3室1厅,90,陆嘉家园,高新区-港隆时代广场-曙光北路2055号,168,18667
3室1厅,96,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",126,13125
3室2厅,134,荟博雅苑,高新区-一品广场-海棠路288号,320,23881
3室2厅,114,江南景苑北区,高新区-智慧园-新舟路,220,19298
3室2厅,118,奥丽赛凤凰水岸,高新区-智慧园-丹桂路249号,310,26271
3室2厅,104,五和苑,高新区-智慧园-金菊路99号,242,23269
3室2厅,91,东和雅苑,高新区-一品广场-扬帆路2199,150,16358
3室2厅,96,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",133,13854
4室2厅,340,江南一品,高新区-一品广场-杨木碶路,1050,30882
3室2厅,98,银珠明园南区,高新区-港隆时代广场-达升路306号,223,22649
9室3厅,265,桃园别墅,高新区-智慧园-海棠路121弄,755,28491
6室3厅,425,雅戈尔东海府,高新区-一品广场-江南路,1390,32706
4室2厅,145,锦诚花园(别墅),高新区-一品广场-杨木碶路118弄,580,40000
5室2厅,306,波波城,高新区-港隆时代广场-曙光北路79号,850,27778
2室2厅,90,东和雅苑,高新区-一品广场-扬帆路2199,155,17222
3室1厅,90,陆嘉家园,高新区-港隆时代广场-曙光北路2055号,168,18667
3室2厅,103,齐和家园,高新区-智慧园-玉兰路61号,230,22160
3室2厅,146,万科公园里(一期),高新区-港隆时代广场-明珠路321号,478.8,32669
2室2厅,91,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",185,20330
3室2厅,101,丹桂苑,高新区-一品广场-丹桂路167号,230,22772
3室2厅,138,东郡名苑,高新区-港隆时代广场-江南路518号,315,22826
3室1厅,97,丹桂苑,高新区-一品广场-丹桂路167号,230,23711
3室2厅,108,波波城,高新区-港隆时代广场-曙光北路79号,250,23084
3室2厅,142,波波城,高新区-港隆时代广场-曙光北路79号,338,23711
3室1厅,104,波波城,高新区-港隆时代广场-曙光北路79号,252,24231
3室2厅,124,万科公园里(一期),高新区-港隆时代广场-明珠路321号,400,32147
3室2厅,89,江南一品,高新区-一品广场-杨木碶路,365,40988
3室1厅,96,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",126,13125
3室2厅,86,万科公园里(二期),"高新区-港隆时代广场-清水桥路,近江南路",260,30233
3室1厅,98,银珠明园南区,高新区-港隆时代广场-达升路306号,220,22344
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
6室3厅,411,江南一品,高新区-一品广场-杨木碶路,940,22871
4室2厅,139,万科东晟府,高新区-软件研发园-院士路,482,34676
2室2厅,88,银珠明园南区,高新区-港隆时代广场-达升路306号,190,21591
2室2厅,37,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",65,17568
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26398
3室2厅,98,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",120,12195
3室1厅,101,东和雅苑,高新区-一品广场-扬帆路2199,190,18812
2室1厅,89,皇冠花园二期,高新区-一品广场-创苑路468号,260,29213
3室2厅,112,九五花园,高新区-一品广场-杨木碶路,295,26339
4室2厅,136,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",250,18382
2室1厅,55,名悦公馆,高新区-一品广场-清水桥路599号,63,11455
4室2厅,142,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",201,14155
2室2厅,46,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",90,19565
2室1厅,56,名悦公馆,高新区-一品广场-清水桥路599号,65,11607
2室2厅,142,银珠明园北区,高新区-港隆时代广场-明珠路318号,298,20927
3室2厅,111,九五花园,高新区-一品广场-杨木碶路,298,26847
2室2厅,46,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",89,19348
4室2厅,126,宁兴御府,高新区-港隆时代广场-清水桥路393号,440,34921
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",240,19512
2室2厅,45,和美城,高新区-一品广场-杨木碶路666号,62,13778
4室2厅,126,万科东晟府,高新区-软件研发园-院士路,400,31746
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,249,21654
2室1厅,70,东和雅苑,高新区-一品广场-扬帆路2199,126,18000
3室2厅,104,齐和家园,高新区-智慧园-玉兰路61号,215,20673
2室1厅,67,涨浦景苑,高新区-一品广场-清水桥路,157,23433
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,255,22368
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",240,19512
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26304
2室2厅,79,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",168,21108
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,252,22105
3室2厅,90,奥丽赛凤凰水岸,高新区-智慧园-丹桂路249号,260,28698
2室2厅,87,银珠明园南区,高新区-港隆时代广场-达升路306号,205,23490
2室1厅,69,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",160,23188
4室2厅,139,万科东晟府,高新区-软件研发园-院士路,482,34676
3室2厅,137,波波城,高新区-港隆时代广场-曙光北路79号,330,23948
3室2厅,121,江南一品,高新区-一品广场-杨木碶路,385,31818
3室2厅,119,波波城,高新区-港隆时代广场-曙光北路79号,270,22689
4室2厅,125,陆嘉家园,高新区-港隆时代广场-曙光北路2055号,220,17600
2室1厅,70,东和雅苑,高新区-一品广场-扬帆路2199,130,18466
2室1厅,82,东和雅苑,高新区-一品广场-扬帆路2199,145,17683
2室1厅,92,东和雅苑,高新区-一品广场-扬帆路2199,157,16991
3室2厅,139,波波城,高新区-港隆时代广场-曙光北路79号,317,22789
1室1厅,32,和美城,高新区-一品广场-杨木碶路666号,38,11875
2室1厅,68,和泰雅苑,高新区-港隆时代广场-曙光北路1888弄,160,23529
3室2厅,142,雅戈尔东海府,高新区-一品广场-江南路,340,23860
2室2厅,100,涨浦景苑,高新区-一品广场-清水桥路,222,22200
2室1厅,41,翡翠湾,高新区-一品广场-杨帆路1号,70,17073
2室2厅,45,和美城,高新区-一品广场-杨木碶路666号,62,13778
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26304
3室2厅,135,皇冠花园二期,高新区-一品广场-创苑路468号,330,24340
2室1厅,70,银珠明园南区,高新区-港隆时代广场-达升路306号,155,22143
2室1厅,45,和美城,高新区-一品广场-杨木碶路666号,63,14000
2室1厅,68,金沙码头奥莱公园,"高新区-一品广场-江南路,近梅墟路",86,12647
3室2厅,114,皇冠花园二期,高新区-一品广场-创苑路468号,280,24559
3室2厅,111,华城花园,高新区-一品广场-清水桥路595号,340,30411
5室2厅,236,东郡名苑,高新区-港隆时代广场-江南路518号,600,25381
1室1厅,38,江南一品,高新区-一品广场-杨木碶路,100,26316
2室1厅,41,翡翠湾,高新区-一品广场-杨帆路1号,68,16585
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
6室3厅,411,江南一品,高新区-一品广场-杨木碶路,940,22871
4室2厅,139,万科东晟府,高新区-软件研发园-院士路,482,34676
2室2厅,88,银珠明园南区,高新区-港隆时代广场-达升路306号,190,21591
2室2厅,37,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",65,17568
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26398
3室2厅,152,波波城,高新区-港隆时代广场-曙光北路79号,330,21627
3室2厅,94,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",126,13301
3室2厅,98,和美城,高新区-一品广场-杨木碶路666号,132,13415
3室2厅,152,波波城,高新区-港隆时代广场-曙光北路79号,330,21627
3室2厅,98,和美城,高新区-一品广场-杨木碶路666号,132,13415
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",240,19512
2室2厅,45,和美城,高新区-一品广场-杨木碶路666号,62,13778
4室2厅,126,万科东晟府,高新区-软件研发园-院士路,400,31746
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,249,21654
2室1厅,70,东和雅苑,高新区-一品广场-扬帆路2199,126,18000
3室2厅,104,齐和家园,高新区-智慧园-玉兰路61号,215,20673
2室1厅,67,涨浦景苑,高新区-一品广场-清水桥路,157,23433
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,255,22368
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",240,19512
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26304
2室2厅,79,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",168,21108
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,252,22105
3室2厅,90,奥丽赛凤凰水岸,高新区-智慧园-丹桂路249号,260,28698
2室2厅,87,银珠明园南区,高新区-港隆时代广场-达升路306号,205,23490
2室1厅,69,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",160,23188
4室2厅,139,万科东晟府,高新区-软件研发园-院士路,482,34676
4室2厅,340,江南一品,高新区-一品广场-杨木碶路,1050,30882
3室1厅,90,陆嘉家园,高新区-港隆时代广场-曙光北路2055号,168,18667
3室1厅,96,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",126,13125
3室2厅,134,荟博雅苑,高新区-一品广场-海棠路288号,320,23881
3室2厅,114,江南景苑北区,高新区-智慧园-新舟路,220,19298
3室2厅,118,奥丽赛凤凰水岸,高新区-智慧园-丹桂路249号,310,26271
3室2厅,104,五和苑,高新区-智慧园-金菊路99号,242,23269
3室2厅,91,东和雅苑,高新区-一品广场-扬帆路2199,150,16358
3室2厅,96,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",133,13854
4室2厅,340,江南一品,高新区-一品广场-杨木碶路,1050,30882
3室2厅,98,银珠明园南区,高新区-港隆时代广场-达升路306号,223,22649
9室3厅,265,桃园别墅,高新区-智慧园-海棠路121弄,755,28491
6室3厅,425,雅戈尔东海府,高新区-一品广场-江南路,1390,32706
4室2厅,145,锦诚花园(别墅),高新区-一品广场-杨木碶路118弄,580,40000
5室2厅,306,波波城,高新区-港隆时代广场-曙光北路79号,850,27778
2室2厅,90,东和雅苑,高新区-一品广场-扬帆路2199,155,17222
3室1厅,90,陆嘉家园,高新区-港隆时代广场-曙光北路2055号,168,18667
3室2厅,103,齐和家园,高新区-智慧园-玉兰路61号,230,22160
3室2厅,146,万科公园里(一期),高新区-港隆时代广场-明珠路321号,478.8,32669
2室2厅,91,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",185,20330
3室2厅,101,丹桂苑,高新区-一品广场-丹桂路167号,230,22772
3室2厅,138,东郡名苑,高新区-港隆时代广场-江南路518号,315,22826
3室1厅,97,丹桂苑,高新区-一品广场-丹桂路167号,230,23711
3室2厅,108,波波城,高新区-港隆时代广场-曙光北路79号,250,23084
3室2厅,142,波波城,高新区-港隆时代广场-曙光北路79号,338,23711
3室1厅,104,波波城,高新区-港隆时代广场-曙光北路79号,252,24231
3室2厅,124,万科公园里(一期),高新区-港隆时代广场-明珠路321号,400,32147
3室2厅,89,江南一品,高新区-一品广场-杨木碶路,365,40988
3室1厅,96,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",126,13125
3室2厅,86,万科公园里(二期),"高新区-港隆时代广场-清水桥路,近江南路",260,30233
3室1厅,98,银珠明园南区,高新区-港隆时代广场-达升路306号,220,22344
3室2厅,94,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",120,12668
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
6室3厅,411,江南一品,高新区-一品广场-杨木碶路,940,22871
4室2厅,139,万科东晟府,高新区-软件研发园-院士路,482,34676
2室2厅,88,银珠明园南区,高新区-港隆时代广场-达升路306号,190,21591
2室2厅,37,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",65,17568
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26398
3室2厅,98,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",120,12195
3室1厅,101,东和雅苑,高新区-一品广场-扬帆路2199,190,18812
2室1厅,89,皇冠花园二期,高新区-一品广场-创苑路468号,260,29213
3室2厅,112,九五花园,高新区-一品广场-杨木碶路,295,26339
4室2厅,136,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",245,17917
2室1厅,55,名悦公馆,高新区-一品广场-清水桥路599号,63,11455
4室2厅,142,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",201,14155
2室2厅,46,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",90,19565
2室1厅,56,名悦公馆,高新区-一品广场-清水桥路599号,65,11607
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26398
3室2厅,111,九五花园,高新区-一品广场-杨木碶路,298,26847
2室2厅,46,高新宝龙广场,"高新区-软件研发园-创苑路,近扬帆路",89,19348
4室2厅,126,宁兴御府,高新区-港隆时代广场-清水桥路393号,440,34921
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",240,19512
2室2厅,45,和美城,高新区-一品广场-杨木碶路666号,62,13778
4室2厅,126,万科东晟府,高新区-软件研发园-院士路,400,31746
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,249,21654
2室1厅,70,东和雅苑,高新区-一品广场-扬帆路2199,126,18000
3室2厅,104,齐和家园,高新区-智慧园-玉兰路61号,215,20673
2室1厅,67,涨浦景苑,高新区-一品广场-清水桥路,157,23433
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,255,22368
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",240,19512
4室2厅,161,华城花园,高新区-一品广场-清水桥路595号,425,26304
2室2厅,79,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",168,21108
3室2厅,114,齐和家园,高新区-智慧园-玉兰路61号,252,22105
3室2厅,90,奥丽赛凤凰水岸,高新区-智慧园-丹桂路249号,260,28698
2室2厅,87,银珠明园南区,高新区-港隆时代广场-达升路306号,205,23490
2室1厅,69,涨馨苑,"高新区-智慧园-丹桂路,近新舟路",160,23188
4室2厅,139,万科东晟府,高新区-软件研发园-院士路,482,34676
3室2厅,137,波波城,高新区-港隆时代广场-曙光北路79号,330,23948
3室2厅,121,江南一品,高新区-一品广场-杨木碶路,385,31818
3室2厅,119,波波城,高新区-港隆时代广场-曙光北路79号,270,22689
4室2厅,125,陆嘉家园,高新区-港隆时代广场-曙光北路2055号,220,17600
2室1厅,70,东和雅苑,高新区-一品广场-扬帆路2199,130,18466
2室1厅,82,东和雅苑,高新区-一品广场-扬帆路2199,145,17683
2室1厅,92,东和雅苑,高新区-一品广场-扬帆路2199,157,16991
3室2厅,139,波波城,高新区-港隆时代广场-曙光北路79号,317,22789
1室1厅,32,和美城,高新区-一品广场-杨木碶路666号,38,11875
2室1厅,68,和泰雅苑,高新区-港隆时代广场-曙光北路1888弄,160,23529
3室2厅,142,雅戈尔东海府,高新区-一品广场-江南路,340,23860
2室2厅,100,涨浦景苑,高新区-一品广场-清水桥路,222,22200
2室1厅,41,翡翠湾,高新区-一品广场-杨帆路1号,70,17073
2室2厅,45,和美城,高新区-一品广场-杨木碶路666号,62,13778
3室2厅,135,皇冠花园二期,高新区-一品广场-创苑路468号,330,24340
2室1厅,70,银珠明园南区,高新区-港隆时代广场-达升路306号,155,22143
2室1厅,45,和美城,高新区-一品广场-杨木碶路666号,63,14000
2室1厅,68,金沙码头奥莱公园,"高新区-一品广场-江南路,近梅墟路",86,12647
3室2厅,114,皇冠花园二期,高新区-一品广场-创苑路468号,280,24559
2室2厅,142,银珠明园北区,高新区-港隆时代广场-明珠路318号,298,20927
3室2厅,111,华城花园,高新区-一品广场-清水桥路595号,340,30411
5室2厅,236,东郡名苑,高新区-港隆时代广场-江南路518号,600,25381
1室1厅,38,江南一品,高新区-一品广场-杨木碶路,100,26316
2室1厅,41,翡翠湾,高新区-一品广场-杨帆路1号,68,16585
3室2厅,123,绿城深蓝公寓,"高新区-智慧园-腊梅路,近创苑路",255,20598
6室3厅,411,江南一品,高新区-一品广场-杨木碶路,940,22871
